segment_id,region_id,province,region,event_id,event_start,event_end,event_cause,segment_length_meters,road_name,highway,osm_way_ids,u,v,key,oneway,buffer_radius_meters,minimum_clear_fraction,positive_exposure_fraction,source_resolution_class,corridor_area_square_meters,source_coverage_fraction,valid_observation_fraction,permanent_water_fraction,flood_exposure_fraction,flood_exposed_length_equivalent_meters,label,confidence,exclusion_reason
osm-gaul2-73705-12088158459-2801677203-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,132.914,Jalan Teuku Umar,trunk,816404025,12088158459,2801677203,0,True,250,0.75,0.05,coarse-modis-250m,259124.369,0.923434,0.923434,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-12088158459-7205528929-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,26.356,Unnamed OSM road,trunk_link,1305156889,12088158459,7205528929,0,False,250,0.75,0.05,coarse-modis-250m,209264.399,0.888673,0.888673,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1274055442-3071608515-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,14.375,Jalan Teuku Muhammad Hasan,trunk,1008254036,1274055442,3071608515,0,True,250,0.75,0.05,coarse-modis-250m,203270.0,0.885933,0.885933,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1274055442-544500659-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,506.737,Jalan Soekarno-Hatta,trunk,43324105,1274055442,544500659,0,True,250,0.75,0.05,coarse-modis-250m,449604.526,0.945972,0.945972,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1274055540-3059938485-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,12.371,Unnamed OSM road,trunk,828683165,1274055540,3059938485,0,True,250,0.75,0.05,coarse-modis-250m,202267.574,0.884519,0.626295,0.258224,0.0,0.0,unknown,excluded,insufficient_clear_observation
osm-gaul2-73705-1274055540-3107886761-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,499.975,Jalan Teuku Muhammad Hasan,trunk,111972657,1274055540,3107886761,0,True,250,0.75,0.05,coarse-modis-250m,446152.37,0.946112,0.832781,0.113331,0.0,0.0,negative,moderate,
osm-gaul2-73705-1299322339-3060069744-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1132.483,Jalan Teungku Chik Dipineng Raya,tertiary,301826617,1299322339,3060069744,0,False,250,0.75,0.05,coarse-modis-250m,757386.072,0.962722,0.962722,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1299322339-3092195791-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1287.663,Jalan Prada,tertiary,114780534|824407851|947747731,1299322339,3092195791,0,False,250,0.75,0.05,coarse-modis-250m,831786.76,0.963494,0.963494,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1299322339-6133228917-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1826.363,Jalan Kebun Raja,tertiary,114780528,1299322339,6133228917,0,False,250,0.75,0.05,coarse-modis-250m,1108082.235,0.978293,0.978293,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1299322339-6133925866-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,912.948,Jalan Teungku Lamgugop,tertiary,43718553,1299322339,6133925866,0,False,250,0.75,0.05,coarse-modis-250m,628601.426,0.956153,0.956153,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-13133830362-267398678-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,952.027,Jalan Prof. A. Majid Ibrahim I,trunk,1428679436|43175642|43175644|61094422,13133830362,267398678,0,True,250,0.75,0.05,coarse-modis-250m,613447.794,0.955783,0.955783,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-13133830380-2514023421-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1188.406,Unnamed OSM road,tertiary,244045059,13133830380,2514023421,0,False,250,0.75,0.05,coarse-modis-250m,789233.49,0.966552,0.966552,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-13133830380-3088066205-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,20.824,Unnamed OSM road,tertiary,1428679443,13133830380,3088066205,0,True,250,0.75,0.05,coarse-modis-250m,206469.121,0.904834,0.904834,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-13315645839-13315645840-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,12.283,Unnamed OSM road,trunk_link,1451860804,13315645839,13315645840,0,False,250,0.75,0.05,coarse-modis-250m,202223.592,0.885496,0.885496,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-13315645839-540943201-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,729.997,Jalan Teuku Umar,trunk,244176938|244176939|275525077,13315645839,540943201,0,True,250,0.75,0.05,coarse-modis-250m,561237.035,0.956215,0.956215,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-13315645840-13315645839-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,12.283,Unnamed OSM road,trunk_link,1451860804,13315645840,13315645839,0,False,250,0.75,0.05,coarse-modis-250m,202223.592,0.885496,0.885496,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-13315645840-4967329296-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,396.439,Jalan Teuku Umar,trunk,275532866,13315645840,4967329296,0,True,250,0.75,0.05,coarse-modis-250m,394419.623,0.938384,0.938384,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1512747940-3060906959-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2183.878,Jalan Ir. H. Mohammad Thaher,secondary,301856762,1512747940,3060906959,0,False,250,0.75,0.05,coarse-modis-250m,1287462.535,0.977394,0.977394,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1512747940-6133942183-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1029.494,Jalan Ir. H. Mohammad Thaher,secondary,301856762,1512747940,6133942183,0,False,250,0.75,0.05,coarse-modis-250m,711047.283,0.963289,0.963289,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1512747940-6349316475-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,912.335,Jalan Amd,tertiary,137962127,1512747940,6349316475,0,False,250,0.75,0.05,coarse-modis-250m,652521.341,0.961151,0.961151,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1512747948-3107886769-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,11.866,Jalan Amd,tertiary,678112595,1512747948,3107886769,0,True,250,0.75,0.05,coarse-modis-250m,202014.9,0.885268,0.885268,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1512747948-3377380707-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,46.513,Jalan Teuku Muhammad Hasan,trunk,43175161,1512747948,3377380707,0,True,250,0.75,0.05,coarse-modis-250m,219349.232,0.893622,0.893622,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007542-1565007543-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,327.736,Jalan T. Iskandar,tertiary,143064433|143064435|43326785,1565007542,1565007543,0,False,250,0.75,0.05,coarse-modis-250m,360046.797,0.933526,0.933526,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007542-3088722087-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2914.426,Unnamed OSM road,tertiary,304345523,1565007542,3088722087,0,False,250,0.75,0.05,coarse-modis-250m,1648648.289,0.979757,0.979757,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007542-3088722165-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,3183.027,Unnamed OSM road,tertiary,304345524|654631278,1565007542,3088722165,0,False,250,0.75,0.05,coarse-modis-250m,1783021.647,0.983901,0.962088,0.021813,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007542-6347062870-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2757.988,Unnamed OSM road,tertiary,143025555|143025560|304345524,1565007542,6347062870,0,False,250,0.75,0.05,coarse-modis-250m,1575906.862,0.980961,0.980961,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007543-1565007542-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,327.736,Jalan T. Iskandar,tertiary,143064433|143064435|43326785,1565007543,1565007542,0,False,250,0.75,0.05,coarse-modis-250m,360046.797,0.933526,0.933526,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007543-1565471715-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2552.365,Jalan Makam T. Nyak Arief,tertiary,143060274,1565007543,1565471715,0,False,250,0.75,0.05,coarse-modis-250m,1473023.35,0.980009,0.980009,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007543-3060053704-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,3496.328,Jalan Makam T. Nyak Arief,tertiary,143060274|829191467,1565007543,3060053704,0,False,250,0.75,0.05,coarse-modis-250m,1913650.912,0.979336,0.979336,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007543-3128347949-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2229.86,Jalan T. Iskandar,tertiary,43326785,1565007543,3128347949,0,False,250,0.75,0.05,coarse-modis-250m,1307251.175,0.978523,0.978523,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007621-3162488398-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,5.575,Unnamed OSM road,tertiary,819049301,1565007621,3162488398,0,False,250,0.75,0.05,coarse-modis-250m,198867.44,0.883635,0.883635,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007621-6347062870-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,447.845,Unnamed OSM road,tertiary,143025560,1565007621,6347062870,0,False,250,0.75,0.05,coarse-modis-250m,420046.092,0.95126,0.95126,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007621-6349386137-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,843.379,Jalan Lingkar,tertiary,43718605,1565007621,6349386137,0,True,250,0.75,0.05,coarse-modis-250m,617823.954,0.96518,0.96518,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565007801-7587942396-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,3698.374,Jalan Tanjong Seulamat,tertiary,310848254|327734760,1565007801,7587942396,0,False,250,0.75,0.05,coarse-modis-250m,1998682.134,0.980527,0.980527,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565471715-1565007543-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2552.365,Jalan Makam T. Nyak Arief,tertiary,143060274,1565471715,1565007543,0,False,250,0.75,0.05,coarse-modis-250m,1473023.35,0.980009,0.980009,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565471715-6133925854-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1853.617,Jalan Makam T. Nyak Arief,tertiary,143060274,1565471715,6133925854,0,False,250,0.75,0.05,coarse-modis-250m,1123402.451,0.975123,0.975123,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-1565471715-6347062870-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,329.929,Jembatan Lamreung,tertiary,812450494|819068657|819068658,1565471715,6347062870,0,False,250,0.75,0.05,coarse-modis-250m,361145.797,0.933441,0.933441,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2006027813-6133925865-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,331.891,Jalan Teuku Nyak Arief,secondary,654627453|654627454|656102355,2006027813,6133925865,0,True,250,0.75,0.05,coarse-modis-250m,362118.077,0.935626,0.935626,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2222640088-7729883321-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,8.31,Jalan Sultan Iskandar Muda,trunk,136491572,2222640088,7729883321,0,True,250,0.75,0.05,coarse-modis-250m,200235.79,0.883814,0.883814,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2237426191-2237426219-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,58.262,Unnamed OSM road,secondary_link,214137074,2237426191,2237426219,0,True,250,0.75,0.05,coarse-modis-250m,225107.623,0.901207,0.901207,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2237426191-3066425713-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,934.868,Jalan Pocut Baren,secondary,275542993,2237426191,3066425713,0,False,250,0.75,0.05,coarse-modis-250m,663795.254,0.961253,0.907747,0.053507,0.0,0.0,negative,moderate,
osm-gaul2-73705-2237426191-6349968687-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,4.664,Jalan Pocut Baren,secondary,275542993,2237426191,6349968687,0,False,250,0.75,0.05,coarse-modis-250m,198411.527,0.882931,0.882931,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2237426193-7695312703-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,53.611,Unnamed OSM road,secondary_link,214137080,2237426193,7695312703,0,True,250,0.75,0.05,coarse-modis-250m,222554.837,0.90806,0.90806,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2237426219-544527335-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,35.653,Jalan Syiah Kuala,tertiary,824405273,2237426219,544527335,0,False,250,0.75,0.05,coarse-modis-250m,213916.044,0.891622,0.891622,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2237426219-6349968686-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,5.195,Jalan Syiah Kuala,tertiary,824405273,2237426219,6349968686,0,False,250,0.75,0.05,coarse-modis-250m,198677.186,0.883896,0.883896,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2339746491-7205253744-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,45.694,Jalan Taman Makam Pahlawan,tertiary,677898871,2339746491,7205253744,0,False,250,0.75,0.05,coarse-modis-250m,218939.524,0.893506,0.893506,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2339746491-7694086143-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,115.767,Unnamed OSM road,tertiary,677898873,2339746491,7694086143,0,True,250,0.75,0.05,coarse-modis-250m,253945.982,0.908523,0.908523,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2514023421-13133830380-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1188.406,Unnamed OSM road,tertiary,244045059,2514023421,13133830380,0,False,250,0.75,0.05,coarse-modis-250m,789233.49,0.966552,0.966552,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2514023421-2514040051-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2512.292,Jalan Unida,tertiary,1082228109|304435528|551548591|656120291|656120292,2514023421,2514040051,0,False,250,0.75,0.05,coarse-modis-250m,1410487.28,0.974321,0.974321,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2514023421-3089905465-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,695.137,Unnamed OSM road,tertiary,304456364,2514023421,3089905465,0,False,250,0.75,0.05,coarse-modis-250m,540824.09,0.952441,0.952441,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2514040051-2514023421-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,2512.292,Jalan Unida,tertiary,1082228109|304435528|551548591|656120291|656120292,2514040051,2514023421,0,False,250,0.75,0.05,coarse-modis-250m,1410487.28,0.974321,0.974321,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2514040051-7577428625-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1404.856,Unnamed OSM road,secondary,304453222|654616434,2514040051,7577428625,0,False,250,0.75,0.05,coarse-modis-250m,898900.222,0.97021,0.97021,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2515260543-2801548939-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,114.292,Unnamed OSM road,secondary,275515297,2515260543,2801548939,0,True,250,0.75,0.05,coarse-modis-250m,250440.753,0.911162,0.717473,0.193689,0.0,0.0,unknown,excluded,insufficient_clear_observation
osm-gaul2-73705-2515306847-6145923129-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,640.602,Jalan Teuku Nyak Arief,trunk,43712907|947747732,2515306847,6145923129,0,True,250,0.75,0.05,coarse-modis-250m,516569.161,0.951618,0.951618,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2595266961-3092169277-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,1343.876,Unnamed OSM road,tertiary,253620673|824518713|824518714,2595266961,3092169277,0,False,250,0.75,0.05,coarse-modis-250m,846570.494,0.96209,0.848001,0.114089,0.218686,293.887,positive,moderate,
osm-gaul2-73705-2595266961-6360020430-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,374.598,Jalan Teuku Nyak Arief,trunk,253620656,2595266961,6360020430,0,True,250,0.75,0.05,coarse-modis-250m,383492.568,0.937262,0.937262,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-2595267218-3092169277-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,970.426,Unnamed OSM road,tertiary,253620670|253620673,2595267218,3092169277,0,False,250,0.75,0.05,coarse-modis-250m,681504.232,0.96303,0.563242,0.399787,0.740909,718.997,unknown,excluded,insufficient_clear_observation
osm-gaul2-73705-267398159-3063908729-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,12.165,Jalan Teungku Chik Ditiro,trunk,655973752,267398159,3063908729,0,True,250,0.75,0.05,coarse-modis-250m,202164.416,0.885929,0.885929,0.0,0.0,0.0,negative,moderate,
osm-gaul2-73705-267398159-540959655-0,gaul2-73705,Nangroe Aceh Darussalam,Kota Bandaaceh,DFO_2106_From_20021215_to_20021220,2002-12-15,2002-12-20,Heavy rain,26.215,Jalan Sultan Alauddin Mahmudsyah,trunk,212382807,267398159,540959655,0,True,250,0.75,0.05,coarse-modis-250m,209194.118,0.888966,0.888966,0.0,0.0,0.0,negative,moderate,
